"PCON11CD","Total_Population","Total_Households","Total_Dwellings","Total_Household_Spaces","Total_Population_16_and_over","Total_Population_16_to_74","Total_Pop_No_NI_Students_16_to_74","Total_Employment_16_to_74","Total_Pop_in_Housesholds_16_and_over","Total_Population_3_and_over","k001","k002","k003","k004","k005","k006","k007","k008","k009","k010","k011","k012","k013","k014","k015","k016","k017","k018","k019","k020","k021","k022","k023","k024","k025","k026","k027","k028","k029","k030","k031","k032","k033","k034","k035","k036","k037","k038","k039","k040","k041","k042","k043","k044","k045","k046","k047","k048","k049","k050","k051","k052","k053","k054","k055","k056","k057","k058","k059","k060"
"E14000530",103922,40195,41573,41639,83053,77179,77179,56512,81029,99450,7315,12225,32491,24849,12576,602,18297.3309729,2029,27054,41736,9844,88888,2218,1418,648,218,7873,2005,654,87058,2344,1510,1769,7591,3930,21,7659,13104,10664,9987,26976,6136,6753,3844,25053.54593924,8632,30917,10396,20757,5173,16833,6130,40626,7398,2807,13734,42778,57,4277,3988,647,9018,2868,2984,7040,2632,3790,6276,4131,6217
"E14000531",76974,32230,33012,33014,63354,55758,55758,35387,62923,74618,3992,8659,18261,20819,16060,581,10319.7188197,442,17657,33569,6695,71685,1195,1935,324,126,722,747,240,74386,301,317,353,5641,3927,2,8598,15654,4489,4196,24576,4687,2643,1171,28691.35734559,9660,21418,7400,13006,3449,12675,3127,28488,2419,2539,10268,25119,47,3633,4919,546,6227,1719,1368,2292,1802,1470,1891,3810,4163
"E14000532",96591,39939,41229,41292,77136,69014,69014,48191,76514,93009,6091,12145,25872,25853,15795,808,15095.1555629,623,22918,41013,7791,87351,2058,1898,1712,121,1668,943,840,88663,1124,1118,512,7026,3900,3,9479,16321,7938,7549,29871,4897,4766,1568,25753.11091033,9834,22702,8770,31121,4766,16921,5532,34056,5150,2098,13425,34766,89,3163,3443,531,7124,1931,2103,8296,3400,2644,1948,5012,6300
"E14000533",87883,37829,39308,39317,72502,65428,65428,42350,71724,85010,4752,9605,22607,24938,15218,724,8846.1843186,778,21769,35817,9206,86467,580,253,62,9,265,176,71,85723,457,650,243,8228,4054,0,12659,15503,8665,2466,27535,5430,4338,1278,33822.46879233,10394,25739,8702,13576,3479,13732,2395,33037,5087,2788,11919,30431,179,4182,8493,640,7282,2102,1811,2563,1140,1695,2173,3577,4771
"E14000534",97267,41540,43513,43534,80349,69122,69122,46741,79066,94502,4747,11040,19877,29295,21981,1249,6343.7025066,1608,19022,45566,9033,95077,972,231,41,95,542,209,100,91326,1387,560,157,8506,3729,3,19042,11799,6994,5139,31771,4286,4680,1573,28271.87092475,11167,26654,9681,26478,3849,20846,3727,33254,4733,1706,15246,31495,925,3937,3371,530,6987,2180,2221,5610,3259,2441,2133,4822,5354
"E14000535",101914,43405,45067,45088,82919,75252,75252,46452,81785,98151,6159,11528,26186,28014,17104,711,12963.1989682,1134,25207,40487,10810,99832,819,311,69,55,410,290,128,99035,524,1023,376,8815,4657,1,13708,19004,8956,3371,30189,7168,5453,1646,42671.11569689,12322,30810,9621,12129,4045,14073,3206,35778,5805,3569,13259,33193,130,4568,8159,771,8945,2738,2073,2415,1108,1948,2205,3462,6194
"E14000536",112940,45777,47607,47666,89287,80561,80561,55077,88429,108452,7555,14595,29086,29404,18021,897,12246.754399,893,26187,45959,11029,105594,1633,944,160,183,2674,1365,387,102817,1622,1653,841,8957,4211,7,15293,14510,11782,5598,31677,6772,6653,2436,31840.64983312,11227,33425,10741,21686,5030,19045,5350,38513,7543,2971,16131,38946,868,5731,4810,774,9475,2951,2858,4921,2458,3037,2769,4756,6959
"E14000537",90484,38928,40896,40948,72789,66539,66539,41310,72106,86881,5917,10618,24548,23610,13534,552,18757.7795755,693,26203,31594,9324,79039,1535,2678,3989,1052,932,1028,231,82672,664,1306,1765,5980,4369,8,3814,16719,14157,6253,24388,8235,5825,2715,36612.94900826,9957,27623,8564,11228,4696,8834,7236,27244,5593,3399,11067,30243,36,3530,5156,582,7803,2382,2003,2922,2483,2065,2332,3224,5070
"E14000538",108027,43035,44343,44526,85477,78328,78328,56480,83832,103373,7749,13365,31601,27678,14583,739,15414.8943195,1711,26506,44001,9932,92681,2956,1552,5225,128,2162,2760,563,94809,1918,1932,1417,8459,4010,11,11561,13871,11902,7093,30320,5720,6538,3543,25654.38194872,10079,29711,10306,25618,4671,18985,5268,39506,8374,2656,14949,41531,311,4279,4481,667,9234,2654,2423,6804,2997,2832,4913,5019,7196
"E14000539",117928,47040,48909,48969,93591,85809,85809,62273,91471,112870,8473,14379,34532,30086,16301,760,14748.587676,2490,28624,48337,11093,108985,2091,1192,2242,111,1352,1594,361,105471,2062,3062,1265,9828,4338,25,14601,16574,11875,5777,32219,6042,8024,2954,28745.93941692,10781,33285,11020,25578,4983,20102,4262,43687,10378,2516,16616,45657,748,4453,7726,602,11358,2940,2697,6929,2287,2874,4331,5896,6284
"E14000540",122313,45172,45965,46053,89663,83926,83926,48971,89318,114573,12872,18132,40094,23109,10784,503,39389.6509177,356,35234,37824,11378,67277,5392,5451,6740,6050,4545,24736,2122,82101,2320,6512,4757,4463,4554,206,1856,8116,22263,13803,20087,16193,8448,10147,31573.96692475,10412,28032,8179,19503,10052,7154,24222,19652,4038,6181,14471,34500,27,5119,2107,529,7498,4091,3015,3801,3048,3817,2542,4300,6744
"E14000541",85714,37871,39304,39407,69921,63572,63572,38934,69262,82576,5186,9482,23057,23158,13763,491,13433.1150677,665,23019,32131,9470,83410,608,221,112,27,487,617,232,82121,448,1259,667,7192,3881,24,7576,17146,10313,4353,24033,7992,5223,1900,37891.54017863,9875,24253,8187,11965,3817,10472,3648,28618,5541,3393,11373,27561,92,4089,5061,575,6849,2043,1865,2208,1286,1960,2265,3462,5561
"E14000542",90434,39031,40671,40714,73348,66223,66223,39526,72595,87071,5563,10378,23730,23960,15230,552,10021.802868,755,23501,34494,9519,88740,632,127,43,23,285,477,107,88016,397,787,361,7698,4153,2,8191,19913,9951,2641,24654,9015,4729,1633,40564.8754795,10727,26037,8144,10850,3718,11431,3856,30965,3564,3722,11762,27764,130,4716,4921,648,7217,2036,1772,2042,1243,2205,2208,3329,5466
"E14000543",88826,40165,42798,42854,73539,65815,65815,40786,72609,86163,4561,9595,21401,25398,16702,808,16078.3292715,940,22067,35812,9415,87430,456,185,49,44,472,93,97,86362,432,441,162,7410,3893,11,6758,12682,18576,4520,29849,4316,5523,1381,41183.76863933,10725,27251,9775,16390,3435,10699,3061,27266,8895,2766,13244,27542,370,3373,7968,893,5971,1575,2721,2223,957,1387,2411,3420,5763
"E14000544",89687,37404,38050,38055,71343,63918,63918,41918,70781,86146,5903,11233,24231,22725,14399,633,14448.226192,570,22450,34751,8756,83147,1516,1123,199,209,960,2292,241,83635,759,720,320,6234,3969,4,8372,9586,13447,6381,25116,8330,3602,2611,26660.8351009,8999,27524,7637,14676,3649,12784,9690,25724,4835,2949,11589,30329,79,4458,3358,492,6539,2430,1701,4089,5007,1996,1897,3515,4500
"E14000545",107996,44684,45689,45717,85547,79576,79576,58987,84858,103208,7860,13162,34547,26213,12900,487,18519.9070211,691,27986,42103,10815,97587,2208,2274,339,277,3211,1714,386,94830,1696,2644,983,9050,3865,15,10685,10195,16118,8547,29523,9296,5533,3217,26945.70991103,9158,31062,10805,23965,4542,17545,6458,41614,8191,2890,14037,44950,110,4354,5406,1085,10973,2756,2680,9345,3757,3239,2833,4036,5917
"E14000546",103808,44005,45494,45512,85185,76467,76467,48494,82873,100386,5725,11616,25603,29470,18446,772,10557.1064512,2411,24441,43161,10750,101131,920,437,180,65,436,459,180,99154,728,1889,839,9240,4321,1,14724,19546,7677,3453,30443,7201,5587,1722,41873.23315792,12169,30088,9572,16900,4432,15689,1956,37537,6755,3071,14692,33802,655,4514,6465,975,9244,2711,2398,2509,1443,1627,2566,4052,7248
"E14000547",88859,37700,39011,39370,75419,68013,68013,41828,70993,86261,4411,8131,22922,19974,13308,837,18709.0765461,4608,35281,28439,7184,81442,2034,898,127,184,2516,1071,587,77172,2454,1777,680,6284,2571,1787,4171,9066,13017,13019,21784,6597,8827,3794,26841.09974995,7701,17658,15325,28622,15279,9464,5907,19614,13030,1889,14059,27769,84,2192,1833,489,5880,1091,3622,6468,1857,1470,2772,6218,5527
"E14000548",107899,43571,45605,45651,84823,77762,77762,49040,84118,103177,7685,13883,30230,26613,15182,682,15292.3651428,722,26211,42507,10295,83940,1434,10709,10314,82,711,445,264,97573,455,975,3061,7913,4269,8,8627,16595,14174,6242,29361,7152,6263,3892,33072.8869749,10843,30040,9838,16302,5244,13313,4602,37176,5483,3841,14997,34043,104,3749,8484,592,8995,2721,2167,3389,2517,2344,2334,4414,5497
"E14000549",106709,48044,49834,50268,90365,86718,86718,66298,89949,101923,7370,8320,53028,17963,8073,343,63722.7021978,416,52292,26916,8283,78414,5377,1920,1241,438,3956,13060,2303,72002,7647,2869,1717,8933,2728,255,568,2452,10814,36381,21031,11293,15226,10402,21674.56683157,6323,13337,7993,51861,6062,4547,42217,9490,11064,3338,10042,56256,29,2513,1539,329,6364,1855,3660,18724,10316,3699,2646,4794,5403
"E14000550",99387,40344,41914,41929,80678,71043,71043,49538,79551,95990,5868,11628,24249,28006,18556,977,8102.6207408,1239,21877,44376,8205,87016,2269,4998,1142,220,1985,1005,752,87182,2058,1206,590,7110,4102,30,16040,10763,6976,7567,30259,4743,4781,1777,23349.24937021,10195,24444,8990,29862,4572,21199,5336,35119,4403,1882,12956,36582,162,4013,4004,587,7467,2626,2361,9636,2724,2508,1895,4503,4409
"E14000551",87011,36705,37831,37898,70667,62468,62468,43491,70153,84196,4843,10349,22664,23999,14727,858,14457.4730121,515,22616,35890,7115,75431,3020,1792,281,233,2058,3343,853,76507,1494,1326,458,5857,3970,9,6599,11558,7689,12017,28396,2973,4965,2211,22514.77003456,9053,22932,8460,25079,4321,12562,18188,19229,3369,2004,11646,31845,29,3669,1402,276,5100,1584,1348,7184,5682,2052,3183,4761,4651
"E14000552",101066,41060,43404,43721,80859,73117,73117,47526,78596,96804,6856,12042,29400,23584,14132,779,20340.157183,2388,29016,36180,10110,75220,4081,6704,3053,3067,2770,5258,913,79067,3192,5252,4378,6210,3985,323,7699,14510,10557,10918,24647,7961,7972,4242,31108.69743047,9799,26256,9566,20334,7539,11751,5148,31043,9409,3924,13794,33732,137,3295,4135,767,8570,2963,2453,4454,1679,2530,2890,5214,6322
"E14000553",126522,55103,57233,57561,107303,103156,103156,68214,103325,121816,7439,10767,55127,22472,8410,359,83376.2748421,3989,64063,27672,11876,73956,7255,3471,696,2138,9027,25489,4490,75886,8446,4620,3560,8633,3356,1251,611,1778,6152,48908,14887,23972,15477,17347,32532.70358674,8464,20212,11976,47754,17187,2821,40587,7600,17494,5682,14158,54056,27,2696,1341,286,6611,2560,5846,14826,9421,4532,3195,5439,6912
"E14000554",75718,33506,38261,38272,63866,56276,56276,35352,61670,73659,3476,7551,16371,23898,16033,726,4597.3003044,2239,16720,34451,7293,74698,373,131,64,40,211,141,60,73492,543,496,228,7864,2993,1,10944,12641,10692,3729,21120,5859,5531,1244,29540.88079942,8615,22091,7205,16547,2701,11910,1922,23816,6497,2286,11056,24296,1890,3223,2704,452,5277,1296,2871,2378,1079,1270,3347,2973,4735
"E14000555",125351,48590,49607,50066,102093,97902,97902,58628,98736,120266,8251,13721,52797,17264,8201,320,81435.9098598,3370,59910,29480,8586,58843,5222,2286,1237,41901,4742,8306,2814,75911,7593,2923,9964,6436,2907,1168,611,1207,6336,41893,12449,20733,14862,17354,31308.10618408,9871,18970,11338,40425,16785,2126,32825,6933,16592,6465,15740,42888,17,1678,1368,207,6974,2111,6003,13410,6475,2800,2231,5984,5395
"E14000556",99748,42949,44668,44681,83119,73717,73717,47666,81583,96977,4729,10644,22035,30758,20093,836,9288.362047,1550,21269,45858,9557,98250,582,168,86,13,425,124,100,96795,907,362,144,9705,4146,27,15923,16216,8996,3369,32570,4112,5557,1214,35345.82882165,11571,28187,10111,22720,4557,16924,2078,35219,7552,2545,14716,32950,1331,4277,4940,710,6936,2111,2444,3286,1261,1619,4519,5559,6663
"E14000557",100727,44589,47143,47198,84090,69921,69921,43377,81820,98029,4638,10885,19205,29188,25216,1886,9151.9786654,2486,20715,44102,10724,97891,1098,335,19,132,740,316,196,95061,1258,497,192,8428,3595,2,20325,10920,5509,10228,33703,3964,6288,2033,39819.94956615,12190,29171,9794,21779,4087,17833,3794,30720,4814,2061,14279,29098,725,4495,2602,454,6568,1647,2030,4184,2868,2017,2278,4358,6652
"E14000558",87848,35103,35802,35820,69588,62678,62678,41778,69266,84403,5718,11261,23248,22229,13404,608,18356.8566313,324,23352,33392,7804,73893,1850,2525,260,286,2371,6044,619,78072,825,1048,740,5111,4424,25,2242,18626,7548,7400,25832,5548,3435,2567,24798.05684364,9029,27467,7837,14157,4922,10844,14931,22176,3227,2762,11515,30263,31,4640,2062,609,6164,2694,1569,4550,3866,2019,3194,3922,4450
"E14000559",88818,40029,41799,41965,71049,64665,64665,36795,69866,85148,6049,10571,23517,23052,13278,663,18955.0659945,1186,29117,26108,10446,85108,1079,589,83,591,1009,213,146,85262,513,673,566,5080,4265,8,4069,13946,13884,10063,21548,9891,8190,2363,40226.18117858,10331,25803,8537,14163,4504,8161,6644,24140,4821,4442,11585,25210,28,2668,3787,499,5584,1822,1988,2774,1647,1944,2579,3203,6397
"E14000560",96568,39709,40967,41206,78883,72392,72392,41889,73183,92770,6125,10493,28151,20606,12647,683,17243.9352815,5808,36799,29120,8221,66314,5015,7630,2844,462,4863,7424,2016,78866,1401,1626,1792,5543,3435,576,5089,12775,10734,12601,20874,10006,8026,4495,31742.61792026,9038,19286,12510,25585,13158,9635,9734,25181,5323,4190,11725,30164,37,2092,2853,354,5418,1500,2588,4413,2443,1869,2108,5788,8339
"E14000561",97778,41008,42132,42291,76095,69179,69179,39922,75067,93263,7423,12889,27598,22411,13170,656,20360.5688396,1032,33332,26995,10029,71458,5454,2506,4709,837,2114,9962,738,85202,698,2423,1798,4851,4383,111,2875,15891,12936,10583,21627,11844,6854,3985,38096.80020585,10288,24460,8674,12809,6010,7481,9771,24681,4492,5683,11435,28487,25,2947,4453,490,7092,2578,2279,2731,1751,2245,1840,4010,5681
"E14000562",115904,39244,40549,40813,86370,80135,80135,42274,85586,110069,9727,18087,35501,22508,12195,536,28309.4352525,788,32672,40785,7902,41178,4453,9215,37653,4793,5721,7059,5832,81010,1545,1073,9576,4240,3930,185,4737,11825,14441,9794,23059,6997,8483,5367,31863.47402002,11964,23191,9320,23289,9990,9317,9884,25590,5085,5732,14091,28183,48,2148,3343,425,6723,2594,2584,4377,2422,2023,1961,6095,5571
"E14000563",121678,39483,40716,40742,84658,78086,78086,35995,84126,114446,12089,22870,34847,20284,12146,615,26870.3836637,535,30555,39293,9001,43397,5050,2172,46042,5881,6531,10211,2394,87849,1936,1048,10434,3205,4187,74,3004,14088,16978,6663,21422,11140,5991,5898,32871.30721311,11720,26081,8159,10214,9563,6891,8519,22477,4135,7439,14017,21978,34,1901,3978,358,6854,3549,2541,1914,1571,2344,1344,3655,4618
"E14000564",126693,47748,49733,50072,96959,92865,92865,44738,89496,120043,10741,17396,43131,17989,8564,293,57999.5802648,7475,53028,30392,9595,34628,7478,12799,19484,9244,9757,28688,4615,77084,3007,3463,10242,4379,3261,1423,2627,6343,14023,27013,14230,18235,14149,13563,31059.81755741,9457,23756,14109,24150,21651,4428,13000,18633,11762,8488,15799,28939,64,1506,3303,355,6870,2469,4796,4861,2682,2909,1924,4729,6109
"E14000565",101422,43207,44265,44274,79355,71953,71953,43081,78778,96844,7538,13087,27463,24572,14690,665,18343.4031386,591,31499,31706,10376,87064,4751,1183,750,196,2136,4490,852,94290,652,539,609,6148,4832,75,3720,18871,12485,9194,25136,12999,4431,3522,38237.65359706,11243,26996,9603,15557,5708,10062,9572,28283,4006,5078,12083,30998,33,3300,4137,495,6114,1937,2152,3061,2248,2248,2198,5212,8015
"E14000566",107090,37878,39128,39269,81915,75624,75624,42498,80358,102194,8176,15387,31387,21998,12598,548,22478.9482913,1557,32396,35996,8239,42486,4406,17164,12902,6697,4836,16321,2278,76371,818,2983,7460,3652,4573,316,3510,17626,12018,6108,23617,6729,6917,4464,30465.50765982,10826,25043,10308,15719,10267,8955,10408,27132,3831,5908,13634,28864,52,2447,4616,492,7259,2882,2608,2916,2405,2400,2388,4460,5645
"E14000567",104067,41125,42511,42605,85227,78098,78098,43811,82718,100149,6354,11294,27312,21903,13558,746,20610.8251217,2560,41470,29953,8435,80723,4559,4009,4323,823,3742,4673,1215,91066,1224,962,1176,5457,4106,2026,3484,15950,14694,8470,23859,8963,7712,3984,34106.11636314,10246,22147,17024,22892,17318,10073,10025,26649,5618,4018,13861,29950,38,2711,3369,478,6051,1697,2505,3962,2304,1866,2185,7029,7257
"E14000568",106738,41447,42487,42618,81165,73783,73783,42790,80406,101474,8626,15425,30138,23197,14064,780,20543.0406708,771,31140,34491,9471,70060,4371,4166,14801,3410,2909,5639,1382,89927,1006,1848,3472,4796,4793,40,2567,19412,12754,7877,24860,9348,6558,4192,35592.79429644,11266,26700,8859,12988,6329,9083,9904,27352,4435,5376,13212,29578,23,3194,4753,637,7290,3035,2792,2889,2167,2533,1849,4119,5705
"E14000569",87143,39058,41200,41206,72102,64422,64422,38649,70684,84214,4761,9244,20491,25820,15913,708,9601.7484046,1532,21790,35076,9016,86058,461,147,62,21,225,93,76,85198,542,384,153,7536,3906,75,8889,12465,17182,2613,25449,7451,5530,1377,40963.04051491,10285,24552,8745,14414,3624,12038,2048,29026,5395,2977,11014,27635,889,3858,5708,466,5827,1624,2112,2140,1110,1411,2735,3627,5444
"E14000570",107246,40172,41724,41778,80817,74626,74626,40749,79594,101988,8788,15922,30766,23432,12714,555,20927.6850629,1388,27363,38758,9317,63562,1484,19558,17205,1456,2040,812,1129,87720,637,1737,5425,5296,4006,28,4530,13080,18579,5558,24631,8775,6070,3266,36161.34752869,11353,26449,8668,14654,7123,9037,3904,28839,6595,4363,13822,26927,55,2335,6283,366,7806,1928,2132,2783,1185,1979,2166,4206,6045
"E14000571",110754,45531,47371,47592,83834,77907,77907,41791,81787,104589,10001,15369,35053,21983,11771,584,25454.5840644,2065,37839,30085,10330,75360,4127,1894,11283,266,5417,9174,3233,83408,2046,4296,4871,5021,3973,245,3097,14171,14834,15410,16994,16972,10744,6607,41333.08157391,10359,24677,8550,16590,8875,5455,10939,21888,7482,5320,14208,27583,14,2452,2635,362,7419,2528,3600,3351,2443,3131,1704,4314,5792
"E14000572",83391,38074,40463,40567,69191,60126,60126,35950,67639,80779,4393,8860,19818,22602,17620,862,16622.9110063,1586,21537,30577,10407,81104,825,333,94,100,611,177,147,80031,652,854,317,5979,3435,20,5340,18746,8104,8357,25949,3956,7752,2124,42890.21135816,10181,25306,8189,12179,3846,9070,3569,25109,5649,3037,11296,24654,66,2859,2708,367,5563,1651,3507,2076,1313,1486,4416,2808,5237
"E14000573",81266,36523,39344,39608,66578,59779,59779,35358,63971,78265,4833,8890,20461,22153,13982,709,21326.257132,2742,24429,25319,11113,78494,1057,327,139,132,709,196,212,77162,650,1464,513,5291,3390,39,3085,12287,13837,10242,22049,3435,10662,2823,41411.00622347,9142,24663,7596,9716,4019,7330,3543,22587,7145,3814,11269,24089,42,2520,2954,310,5950,1696,4597,1837,1427,1654,2686,2150,5231
"E14000574",88281,38768,40046,40048,72958,64923,64923,41256,72278,85315,4901,9336,21917,25004,16866,625,12704.9149043,688,21810,36694,8454,86692,504,245,130,31,367,160,152,86155,475,328,196,7343,4404,6,6509,17635,12145,3703,26826,8140,3453,1743,36172.44694115,10495,26237,8577,16755,3901,11037,6526,29546,3604,2685,11785,29471,110,3481,4284,587,7208,2085,1958,3203,1826,1782,3443,3865,5707
"E14000575",82174,36049,37070,37079,67289,61181,61181,38178,66508,79428,4566,9259,20644,23834,13538,531,12914.6998088,781,19956,33403,8709,81071,442,199,54,85,232,47,44,80383,514,275,159,7523,3676,10,5895,16173,9838,5169,23599,8263,3748,1530,33225.53634063,9114,26223,8797,12565,3533,10620,3757,28911,4379,3051,11078,27100,114,3358,4387,526,6087,1825,1866,2768,1734,1734,4044,2955,5195
"E14000576",98433,43456,45521,45800,82685,70829,70829,45268,79754,95191,5275,9422,23174,25892,22138,1414,17461.205295,2938,24357,39244,11410,95077,1072,389,89,326,870,425,185,89317,1277,4145,1690,7807,3567,75,13365,10733,9098,11944,30981,4240,7774,3703,37959.88580046,10298,29439,9706,16659,4282,14174,3357,32309,7355,2640,14134,31134,874,4104,4112,635,7994,2050,3230,3044,1868,2490,2295,3515,6694
"E14000577",94473,40914,42730,42733,77597,69760,69760,43038,76819,91317,5307,10331,24209,26032,16744,751,8050.1479993,778,22990,38473,9713,92631,651,299,77,7,408,359,41,91867,469,863,490,8413,4219,8,12091,19408,8793,2398,27384,7996,4942,1396,41906.46230832,12113,27322,8789,12667,3880,14146,2628,34555,4116,3161,12413,30625,331,4155,6567,669,8165,2393,2117,2281,1155,1822,2136,3323,6105
"E14000578",95288,41183,42828,42962,76107,69244,69244,41453,75528,91418,6390,11564,25682,23837,14555,564,18239.7544356,594,26466,34181,9868,78643,1750,7416,3621,80,1483,1698,597,85275,746,1260,2136,6358,4010,118,6484,13136,16017,7281,25138,9321,6032,3225,35897.2153747,10658,26029,9058,16534,5614,10958,5061,29926,4935,3636,12429,29024,57,3501,4370,744,7809,2119,2103,3146,2116,2051,2331,4125,5149
"E14000579",101747,41400,43091,43142,78682,72548,72548,42145,77848,96882,7912,13794,28580,23329,13472,578,19748.0825177,926,27959,35135,9808,74265,1983,11825,7341,501,2338,2455,1039,86073,869,1427,3647,5879,4218,93,3688,16823,16097,6509,24085,10475,6054,3643,36025.8568229,10758,27414,9119,12887,6497,9337,5679,29522,5660,4213,13103,29042,49,3539,4701,753,8785,2696,2107,2724,1746,2310,2080,3278,5650
"E14000580",94523,40367,41724,41741,76870,69893,69893,46142,76362,91306,5436,10987,24745,26618,15093,611,14422.7230955,508,23662,38297,9442,88043,1289,2474,1100,33,703,644,237,90008,542,516,469,7722,4413,14,10035,15113,12059,4491,29367,6069,4458,1487,33315.66615823,10869,26343,9579,21020,4592,14650,4785,35225,4088,2787,12696,33446,97,3999,4814,858,7954,1920,2077,4134,2468,2176,2879,4621,6150
"E14000581",98449,42586,45198,45321,79439,72196,72196,42247,78557,94559,6306,11418,25252,26521,14965,597,23682.6737602,896,32635,30240,10331,96081,1015,112,50,70,554,294,273,96037,418,542,327,5314,5708,5,1894,15489,18309,9617,24186,12147,5762,2563,45143.94907365,11760,29053,9820,13117,5646,7573,9534,25404,6355,5166,12878,29369,48,3163,2680,543,6920,2801,2173,2552,2637,2155,4451,3677,6371
"E14000582",101684,43799,46078,46222,84524,74484,74484,45706,82623,98230,5560,10378,23970,28275,21089,864,8562.0146877,1949,23856,42092,11212,98889,975,446,172,131,476,391,204,90474,1272,7622,3441,8961,3646,4,20518,13336,5576,6198,28224,7242,7692,2812,41310.37010163,11310,28244,7767,12197,3727,13832,1452,33271,8670,3344,14075,31631,2235,2926,6658,516,9174,2249,3438,1697,1004,2583,1560,3245,6328
"E14000583",98282,42552,44019,44036,80847,72629,72629,50178,80103,95063,5419,10817,24992,28449,17309,736,10721.855317,803,22577,42593,9829,95166,925,1040,139,79,535,233,165,94679,677,673,260,9375,4068,11,15749,16971,7237,3913,32619,4563,4947,1405,31384.99769039,10989,28404,10002,19126,4008,18462,1957,39829,5636,2327,13917,36261,517,4302,6952,1566,9403,2870,2160,4002,1909,1996,2282,4888,5262
